imagepath,xmlpath,xmin,xmax,ymin,ymax
./dataset/car-wbs-MH20BN3525_00001.jpeg,./dataset\car-wbs-MH20BN3525_00001.xml,163,364,238,284
./dataset/car-wbs-MH20BQ20_00000.png,./dataset\car-wbs-MH20BQ20_00000.xml,144,322,113,162
./dataset/car-wbs-MH20BY3665_00000.jpeg,./dataset\car-wbs-MH20BY3665_00000.xml,185,323,115,147
./dataset/car-wbs-MH20BY3665_00001.jpeg,./dataset\car-wbs-MH20BY3665_00001.xml,43,179,14,43
./dataset/car-wbs-MH20BY4465_00000.jpeg,./dataset\car-wbs-MH20BY4465_00000.xml,62,138,130,154
./dataset/car-wbs-MH20CS1938_00000.jpeg,./dataset\car-wbs-MH20CS1938_00000.xml,115,176,135,155
./dataset/car-wbs-MH20CS1941_00000.jpeg,./dataset\car-wbs-MH20CS1941_00000.xml,111,226,183,209
./dataset/car-wbs-MH20CS1941_00001.jpeg,./dataset\car-wbs-MH20CS1941_00001.xml,214,425,124,167
./dataset/car-wbs-MH20CS4946_00000.jpeg,./dataset\car-wbs-MH20CS4946_00000.xml,167,276,175,198
./dataset/car-wbs-MH20CS9817_00000.jpeg,./dataset\car-wbs-MH20CS9817_00000.xml,68,252,85,128
./dataset/car-wbs-MH20DJ0419_00000.jpeg,./dataset\car-wbs-MH20DJ0419_00000.xml,34,174,155,198
./dataset/car-wbs-MH20DV2362_00000.jpeg,./dataset\car-wbs-MH20DV2362_00000.xml,23,208,144,174
./dataset/car-wbs-MH20EE045_00000.jpeg,./dataset\car-wbs-MH20EE045_00000.xml,170,305,115,148
./dataset/car-wbs-MH20EE0943_00000.jpeg,./dataset\car-wbs-MH20EE0943_00000.xml,104,231,279,312
./dataset/car-wbs-MH20EE7597_00000.jpeg,./dataset\car-wbs-MH20EE7597_00000.xml,523,1775,983,1280
./dataset/car-wbs-MH20EE7598_00000.png,./dataset\car-wbs-MH20EE7598_00000.xml,127,279,160,208
./dataset/car-wbs-MH20EE7598_00001.jpeg,./dataset\car-wbs-MH20EE7598_00001.xml,59,212,237,274
./dataset/car-wbs-MH20EJ0364_00000.png,./dataset\car-wbs-MH20EJ0364_00000.xml,53,205,152,192
./dataset/car-wbs-MH21V9926_00000.jpg,./dataset\car-wbs-MH21V9926_00000.xml,101,223,357,386
./dataset/car-wbs-MH46X9996_00000.jpg,./dataset\car-wbs-MH46X9996_00000.xml,126,265,317,353
./dataset/car-wbs-PB08CX2959_00000.jpeg,./dataset\car-wbs-PB08CX2959_00000.xml,95,310,420,475
./dataset/car-wbs-RJ02CC0784_00000.jpg,./dataset\car-wbs-RJ02CC0784_00000.xml,70,166,262,284
./dataset/car-wbs-TN07BU5427_00000.jpeg,./dataset\car-wbs-TN07BU5427_00000.xml,18,202,230,275
./dataset/car-wbs-TN07BU5427_00001.jpeg,./dataset\car-wbs-TN07BU5427_00001.xml,123,373,518,578
./dataset/car-wbs-TN07BV5200_00000.jpeg,./dataset\car-wbs-TN07BV5200_00000.xml,66,238,360,406
./dataset/car-wbs-TN09CH7770_00000.jpeg,./dataset\car-wbs-TN09CH7770_00000.xml,120,235,19,54
./dataset/car-wbs-TN19S4523_00000.png,./dataset\car-wbs-TN19S4523_00000.xml,152,214,181,194
./dataset/car-wbs-TN21AT0479_00000.jpg,./dataset\car-wbs-TN21AT0479_00000.xml,225,301,312,337
./dataset/car-wbs-TN21AT0480_00000.jpg,./dataset\car-wbs-TN21AT0480_00000.xml,186,390,321,373
./dataset/car-wbs-TN21AT0480_00001.jpg,./dataset\car-wbs-TN21AT0480_00001.xml,102,239,323,371
./dataset/car-wbs-TN21AT0492_00000.jpg,./dataset\car-wbs-TN21AT0492_00000.xml,420,590,324,414
./dataset/car-wbs-TN21AU1153_00000.png,./dataset\car-wbs-TN21AU1153_00000.xml,65,136,216,244
./dataset/car-wbs-TN21BC6225_00000.png,./dataset\car-wbs-TN21BC6225_00000.xml,42,146,120,146
./dataset/car-wbs-TN21BY0166_00000.png,./dataset\car-wbs-TN21BY0166_00000.xml,98,147,102,132
./dataset/car-wbs-TN21BZ0768_00000.png,./dataset\car-wbs-TN21BZ0768_00000.xml,117,190,204,229
./dataset/car-wbs-TN21BZ0768_00001.png,./dataset\car-wbs-TN21BZ0768_00001.xml,79,121,116,128
./dataset/car-wbs-TN28BA9999_00000.jpeg,./dataset\car-wbs-TN28BA9999_00000.xml,188,375,422,464
./dataset/car-wbs-TN37CR4019_00000.jpeg,./dataset\car-wbs-TN37CR4019_00000.xml,101,295,270,362
./dataset/car-wbs-TN38BW1139_00000.jpeg,./dataset\car-wbs-TN38BW1139_00000.xml,41,305,134,200
./dataset/car-wbs-TN38BY4191_00000.jpeg,./dataset\car-wbs-TN38BY4191_00000.xml,97,228,226,258
./dataset/car-wbs-TN42R2697_00000.jpg,./dataset\car-wbs-TN42R2697_00000.xml,7,526,79,187
./dataset/car-wbs-TN45BA1065_00000.jpeg,./dataset\car-wbs-TN45BA1065_00000.xml,94,194,85,109
./dataset/car-wbs-TN52U1580_00000.jpeg,./dataset\car-wbs-TN52U1580_00000.xml,40,252,241,295
./dataset/car-wbs-TN58AM1_00000.jpeg,./dataset\car-wbs-TN58AM1_00000.xml,170,372,390,441
./dataset/car-wbs-TN59BE0939_00000.jpg,./dataset\car-wbs-TN59BE0939_00000.xml,209,325,463,487
./dataset/car-wbs-TN66U8215_00000.jpeg,./dataset\car-wbs-TN66U8215_00000.xml,52,401,89,176
./dataset/car-wbs-TN74AH1413_00000.jpeg,./dataset\car-wbs-TN74AH1413_00000.xml,41,149,224,251
./dataset/car-wbs-TN74AL5074_00000.jpeg,./dataset\car-wbs-TN74AL5074_00000.xml,179,375,116,184
./dataset/car-wbs-TN74F3339_00000.jpeg,./dataset\car-wbs-TN74F3339_00000.xml,231,310,187,212
./dataset/car-wbs-TN99F2378_00000.png,./dataset\car-wbs-TN99F2378_00000.xml,83,242,25,64
./dataset/car-wbs-TS08ER1643_00000.png,./dataset\car-wbs-TS08ER1643_00000.xml,1,466,27,147
./dataset/car-wbs-UP16CT2233_00000.jpg,./dataset\car-wbs-UP16CT2233_00000.xml,180,343,586,619
./dataset/car-wbs-UP32FH2653_00000.jpg,./dataset\car-wbs-UP32FH2653_00000.xml,311,442,304,357
./dataset/car-wbs-UP50AS4535_00000.jpg,./dataset\car-wbs-UP50AS4535_00000.xml,397,613,428,489
./dataset/car-wbs-WB74X7605_00000.jpeg,./dataset\car-wbs-WB74X7605_00000.xml,84,165,122,160
./dataset/cbd81ff4-fc2a-4cd5-bed6-0fef4c456caa___226616d1495986750-zoomcar-review-mahindra-scorpio-s4-09-pamban.jpg.jpeg,./dataset\cbd81ff4-fc2a-4cd5-bed6-0fef4c456caa___226616d1495986750-zoomcar-review-mahindra-scorpio-s4-09-pamban.jpg.xml,807,1088,748,846
./dataset/cc80e5c6-2cb7-40f7-a072-3f4cb5a56c65___Dileep_Car_Innova_1.jpg.jpeg,./dataset\cc80e5c6-2cb7-40f7-a072-3f4cb5a56c65___Dileep_Car_Innova_1.jpg.xml,424,896,762,937
./dataset/cd506968-8676-4df3-9150-d1c2e618f4c2___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-note-india-testing_827x510_81508219864.jpg,./dataset\cd506968-8676-4df3-9150-d1c2e618f4c2___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan-note-india-testing_827x510_81508219864.xml,345,578,269,328
./dataset/cf011553-f802-4b11-99ec-6e03d731b646___new_2014-VW-Polo-facelift-spied-India-rear.jpg.jpeg,./dataset\cf011553-f802-4b11-99ec-6e03d731b646___new_2014-VW-Polo-facelift-spied-India-rear.jpg.xml,197,375,320,357
./dataset/CG1.jpg,./dataset\CG1.xml,102,192,262,283
./dataset/CG10.jpg,./dataset\CG10.xml,74,178,372,395
./dataset/CG11.jpg,./dataset\CG11.xml,133,189,173,184
./dataset/CG12.jpg,./dataset\CG12.xml,84,180,260,281
./dataset/CG13.jpg,./dataset\CG13.xml,92,177,245,267
./dataset/CG14.jpg,./dataset\CG14.xml,91,138,136,145
./dataset/CG15.jpg,./dataset\CG15.xml,109,166,130,142
./dataset/CG16.jpg,./dataset\CG16.xml,90,137,128,139
./dataset/CG17.jpg,./dataset\CG17.xml,103,155,122,135
./dataset/CG18.jpg,./dataset\CG18.xml,111,212,247,288
./dataset/CG19.jpg,./dataset\CG19.xml,106,170,205,220
./dataset/CG20.jpg,./dataset\CG20.xml,73,136,126,140
./dataset/CG21.jpg,./dataset\CG21.xml,106,165,156,169
./dataset/CG22.jpg,./dataset\CG22.xml,94,173,237,255
./dataset/CG4.jpg,./dataset\CG4.xml,104,175,140,153
./dataset/CG6.jpg,./dataset\CG6.xml,116,161,118,129
./dataset/CG7.jpg,./dataset\CG7.xml,76,165,372,390
./dataset/CG8.jpg,./dataset\CG8.xml,90,181,171,194
./dataset/CG9.jpg,./dataset\CG9.xml,86,182,196,220
./dataset/CH1.jpg,./dataset\CH1.xml,34,69,132,145
./dataset/CH10.jpg,./dataset\CH10.xml,81,175,301,321
./dataset/CH2.jpg,./dataset\CH2.xml,109,189,140,160
./dataset/CH3.jpg,./dataset\CH3.xml,55,144,270,291
./dataset/CH4.jpg,./dataset\CH4.xml,96,192,192,218
./dataset/CH5.jpg,./dataset\CH5.xml,112,178,171,185
./dataset/CH6.jpg,./dataset\CH6.xml,108,178,149,166
./dataset/CH7.jpg,./dataset\CH7.xml,96,204,160,186
./dataset/CH8.jpg,./dataset\CH8.xml,59,140,184,201
./dataset/CH9.jpg,./dataset\CH9.xml,108,162,105,118
./dataset/d1115e64-987f-4a72-b9bb-853f67ca37b6___new_2014-Volkswagen-Polo-Review.jpg.jpeg,./dataset\d1115e64-987f-4a72-b9bb-853f67ca37b6___new_2014-Volkswagen-Polo-Review.jpg.xml,159,329,259,297
./dataset/d16041c1-831d-4cc9-8869-68be8b6e12d7___slider-new-2.jpg.jpeg,./dataset\d16041c1-831d-4cc9-8869-68be8b6e12d7___slider-new-2.jpg.xml,809,1031,240,301
./dataset/d3d2cbaa-f24a-4cb7-a236-53fa514816b4___new_2017-Skoda-Rapid-Diesel-DSG-Review-6.jpg.jpeg,./dataset\d3d2cbaa-f24a-4cb7-a236-53fa514816b4___new_2017-Skoda-Rapid-Diesel-DSG-Review-6.jpg.xml,244,378,114,149
./dataset/d4bec046-caac-4e59-bd05-44de2232d83b___2017-Skoda-Octavia-Front.jpg.jpeg,./dataset\d4bec046-caac-4e59-bd05-44de2232d83b___2017-Skoda-Octavia-Front.jpg.xml,215,345,148,192
./dataset/d5ddd1e6-56ca-4991-994e-cb78fe836a47___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2013-Nissan-Terrano-Review.jpg,./dataset\d5ddd1e6-56ca-4991-994e-cb78fe836a47___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2013-Nissan-Terrano-Review.xml,451,592,343,391
./dataset/d779f6f0-5731-48ed-bd43-836a3f7f2013___product-500x5000.jpeg,./dataset\d779f6f0-5731-48ed-bd43-836a3f7f2013___product-500x5000.xml,230,418,121,179
./dataset/d88b7b9c-a4f4-4af6-af3d-b3017e114e0d___146292-maruti-suzuki-wagon-r-stingray-vxi-ownership-review-dsc_01691.jpg.jpeg,./dataset\d88b7b9c-a4f4-4af6-af3d-b3017e114e0d___146292-maruti-suzuki-wagon-r-stingray-vxi-ownership-review-dsc_01691.jpg.xml,169,416,210,267
./dataset/d9023f53-f90d-4b98-bd52-30796777ddcf___Maruti-Suzuki-Baleno-hatchback-56545.jpg.jpeg,./dataset\d9023f53-f90d-4b98-bd52-30796777ddcf___Maruti-Suzuki-Baleno-hatchback-56545.jpg.xml,224,307,156,182
./dataset/db4f467d-2d9e-4567-ab68-fce4a8689562___maxresdefault7.jpg.jpeg,./dataset\db4f467d-2d9e-4567-ab68-fce4a8689562___maxresdefault7.jpg.xml,1023,1263,605,678
./dataset/dc8bb609-7086-431b-9c8b-9520975dabd2___822716205_6_1080x720_maruti-suzuki-ciaz-make-year-2014-petrol-.jpg.jpeg,./dataset\dc8bb609-7086-431b-9c8b-9520975dabd2___822716205_6_1080x720_maruti-suzuki-ciaz-make-year-2014-petrol-.jpg.xml,214,331,134,167
./dataset/dd58e02d-51a5-4bfd-87af-ff51c576086e___2014-mahindra-scorpio-suv-10.jpg.jpeg,./dataset\dd58e02d-51a5-4bfd-87af-ff51c576086e___2014-mahindra-scorpio-suv-10.jpg.xml,645,840,456,548
./dataset/df2f7a76-d701-468f-b54a-c5d63d13b349___CM-Akhilesh-Number-Plate.jpg.jpeg,./dataset\df2f7a76-d701-468f-b54a-c5d63d13b349___CM-Akhilesh-Number-Plate.jpg.xml,308,567,196,272
./dataset/dfafd4ef-5592-41d9-9cbb-fa6a4e03831e___IMG_9082.jpg.jpeg,./dataset\dfafd4ef-5592-41d9-9cbb-fa6a4e03831e___IMG_9082.jpg.xml,202,609,88,183
./dataset/dfebb432-82cd-4154-b919-0d8be2c0d85a___5e4697c6f639f3f341b2feb170d72795af3fc998.jpg.jpeg,./dataset\dfebb432-82cd-4154-b919-0d8be2c0d85a___5e4697c6f639f3f341b2feb170d72795af3fc998.jpg.xml,142,320,197,249
./dataset/dfedf2ad-6596-48d4-a7f6-171e55c8f637___1160575d1383218860-high-security-registration-plates-hsrp-india-wp_20131030_16_01_22_pro.jpg.jpeg,./dataset\dfedf2ad-6596-48d4-a7f6-171e55c8f637___1160575d1383218860-high-security-registration-plates-hsrp-india-wp_20131030_16_01_22_pro.jpg.xml,682,935,378,581
./dataset/DL1.jpg,./dataset\DL1.xml,89,176,235,255
./dataset/DL10.jpg,./dataset\DL10.xml,98,161,215,228
./dataset/DL11.jpg,./dataset\DL11.xml,90,180,219,241
./dataset/DL12.jpg,./dataset\DL12.xml,101,185,229,251
./dataset/DL13.jpg,./dataset\DL13.xml,94,175,235,254
./dataset/DL14.jpg,./dataset\DL14.xml,89,165,217,235
./dataset/DL15.jpg,./dataset\DL15.xml,164,226,162,189
./dataset/DL16.jpg,./dataset\DL16.xml,91,167,227,244
./dataset/DL18.jpg,./dataset\DL18.xml,98,167,217,233
./dataset/DL19.jpg,./dataset\DL19.xml,102,181,162,177
./dataset/DL2.jpg,./dataset\DL2.xml,96,171,114,131
./dataset/DL20.jpg,./dataset\DL20.xml,107,175,115,130
./dataset/DL21.jpg,./dataset\DL21.xml,95,185,242,260
./dataset/DL22.jpg,./dataset\DL22.xml,104,168,230,245
./dataset/DL23.jpg,./dataset\DL23.xml,75,186,256,287
./dataset/DL24.jpg,./dataset\DL24.xml,94,178,237,253
./dataset/DL25.jpg,./dataset\DL25.xml,123,183,148,169
./dataset/DL26.jpg,./dataset\DL26.xml,90,193,285,308
./dataset/DL27.jpg,./dataset\DL27.xml,93,192,373,401
./dataset/DL28.jpg,./dataset\DL28.xml,103,170,259,277
./dataset/DL29.jpg,./dataset\DL29.xml,103,177,276,300
./dataset/DL3.jpg,./dataset\DL3.xml,118,190,290,307
./dataset/DL30.jpg,./dataset\DL30.xml,169,221,207,229
./dataset/DL31.jpg,./dataset\DL31.xml,202,248,226,245
./dataset/DL32.jpg,./dataset\DL32.xml,114,167,151,164
./dataset/DL33.jpg,./dataset\DL33.xml,94,168,272,291
./dataset/DL34.jpg,./dataset\DL34.xml,159,213,144,173
./dataset/DL35.jpg,./dataset\DL35.xml,78,155,306,324
./dataset/DL38.jpg,./dataset\DL38.xml,101,166,145,160
./dataset/DL4.jpg,./dataset\DL4.xml,90,171,228,246
./dataset/DL5.jpg,./dataset\DL5.xml,80,182,278,300
./dataset/DL6.jpg,./dataset\DL6.xml,90,178,201,222
./dataset/DL7.jpg,./dataset\DL7.xml,98,170,214,230
./dataset/DL8.jpg,./dataset\DL8.xml,118,176,147,161
./dataset/DL9.jpg,./dataset\DL9.xml,94,147,96,108
./dataset/DN1.jpg,./dataset\DN1.xml,95,174,208,225
./dataset/DN2.jpg,./dataset\DN2.xml,102,148,107,116
./dataset/DN3.jpg,./dataset\DN3.xml,71,189,247,274
./dataset/DN4.jpg,./dataset\DN4.xml,91,182,206,228
./dataset/DN5.jpg,./dataset\DN5.xml,77,178,302,323
./dataset/DN6.jpg,./dataset\DN6.xml,74,130,70,83
./dataset/DN7.jpg,./dataset\DN7.xml,106,179,362,381
./dataset/DN8.jpg,./dataset\DN8.xml,55,133,268,291
./dataset/e1d7921f-5e58-46c7-b4f9-9fd4585508f1___IMG_9072.jpg.jpeg,./dataset\e1d7921f-5e58-46c7-b4f9-9fd4585508f1___IMG_9072.jpg.xml,444,640,262,346
./dataset/e204c50d-b861-4f68-827f-575351d150b4___Maruti-Baleno-RS-4.jpg.jpeg,./dataset\e204c50d-b861-4f68-827f-575351d150b4___Maruti-Baleno-RS-4.jpg.xml,24,143,208,247
./dataset/e29b6eea-504a-4da2-8503-5bd3443f3bd8___maruti-suzuki-wagon-r-front-left-rim.jpg.jpeg,./dataset\e29b6eea-504a-4da2-8503-5bd3443f3bd8___maruti-suzuki-wagon-r-front-left-rim.jpg.xml,119,185,104,131
./dataset/e354039f-d73c-4f12-9df5-f0129345fa79___scorpio.JPG.jpeg,./dataset\e354039f-d73c-4f12-9df5-f0129345fa79___scorpio.JPG.xml,152,252,194,218
./dataset/e4907f73-1fbc-412c-a766-9c81bb31449c___2016-Chevrolet-TrailBlazer-India-Test-Drive-Review-e1442832290349.jpg.jpeg,./dataset\e4907f73-1fbc-412c-a766-9c81bb31449c___2016-Chevrolet-TrailBlazer-India-Test-Drive-Review-e1442832290349.jpg.xml,62,175,299,334
./dataset/e53076d3-c3b7-47b8-8c63-30a08b8ad983___40213__Maruti_Suzuki_Swift--016.JPG.jpeg,./dataset\e53076d3-c3b7-47b8-8c63-30a08b8ad983___40213__Maruti_Suzuki_Swift--016.JPG.xml,160,331,260,300
./dataset/e54fb93b-020f-4c55-b4db-86e17ba9b9e0___2014-VW-Polo-facelift-rear-spotted-testing-in-Pune-India.jpg.jpeg,./dataset\e54fb93b-020f-4c55-b4db-86e17ba9b9e0___2014-VW-Polo-facelift-rear-spotted-testing-in-Pune-India.jpg.xml,135,195,206,224
./dataset/e663fa35-ce3c-401d-8451-30edd236b3e4___maxresdefault2.jpg.jpeg,./dataset\e663fa35-ce3c-401d-8451-30edd236b3e4___maxresdefault2.jpg.xml,374,753,266,442
./dataset/e706cec0-783a-42bc-b934-64788481cd92___4-Innova-After-2.jpg.jpeg,./dataset\e706cec0-783a-42bc-b934-64788481cd92___4-Innova-After-2.jpg.xml,175,323,177,212
./dataset/e719f39b-e8dd-4fe0-9a41-71123932a486___226676869_4_1000x700_maruti-suzuki-wagon-r-duo-petrol-120000-kms-2007-year-cars_rev001.jpg.jpeg,./dataset\e719f39b-e8dd-4fe0-9a41-71123932a486___226676869_4_1000x700_maruti-suzuki-wagon-r-duo-petrol-120000-kms-2007-year-cars_rev001.jpg.xml,134,277,215,253
./dataset/e750b959-1b5a-41bf-bf64-d8099089e909___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-Duster-launch-dare-pics-price-interiors-images-1.jpg,./dataset\e750b959-1b5a-41bf-bf64-d8099089e909___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-Duster-launch-dare-pics-price-interiors-images-1.xml,301,563,354,433
./dataset/e77e5db3-2bc6-4223-a258-2334256be65e___new_205356-maruti-swift-torque-blue-vdi-ddis-glistening-rockstar-enters-home-img_7531.jpg.jpeg,./dataset\e77e5db3-2bc6-4223-a258-2334256be65e___new_205356-maruti-swift-torque-blue-vdi-ddis-glistening-rockstar-enters-home-img_7531.jpg.xml,115,376,133,199
./dataset/e7a86597-7251-4e9b-9469-cd873fe6736f___Honda-Jazz-Number-Plates-Designs.jpg.jpeg,./dataset\e7a86597-7251-4e9b-9469-cd873fe6736f___Honda-Jazz-Number-Plates-Designs.jpg.xml,180,432,127,252
./dataset/e82fc408-a209-4221-9f6d-742b4b9d4c70___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_848803268_2_1080x720_nissan-terrano-xl-d-plus-2014-diesel-upload-photos.jpg,./dataset\e82fc408-a209-4221-9f6d-742b4b9d4c70___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_848803268_2_1080x720_nissan-terrano-xl-d-plus-2014-diesel-upload-photos.xml,309,442,303,356
./dataset/ec4bde57-11dd-4d59-96ae-b5d3b28afda5___Maruti-Suzuki-Celerio-Back-Number-Plates-Design.jpg.jpeg,./dataset\ec4bde57-11dd-4d59-96ae-b5d3b28afda5___Maruti-Suzuki-Celerio-Back-Number-Plates-Design.jpg.xml,110,418,190,261
./dataset/ed6ee171-691a-4563-a79d-4f47d8ce9f85___Maruti-Suzuki-SCross-Exterior-80675.jpg.jpeg,./dataset\ed6ee171-691a-4563-a79d-4f47d8ce9f85___Maruti-Suzuki-SCross-Exterior-80675.jpg.xml,124,400,270,331
./dataset/ed9cd3b2-76a2-4cc8-9e4e-76d50ad1ff68___maruti-suzuki-wagon-r-hood-open-view.jpg.jpeg,./dataset\ed9cd3b2-76a2-4cc8-9e4e-76d50ad1ff68___maruti-suzuki-wagon-r-hood-open-view.jpg.xml,122,226,265,290
./dataset/ef2dc97f-bc6d-49a3-9ddb-03f54f3a20e7___Skoda-Rapid-new-Exterior-84398.jpg.jpeg,./dataset\ef2dc97f-bc6d-49a3-9ddb-03f54f3a20e7___Skoda-Rapid-new-Exterior-84398.jpg.xml,211,339,278,309
./dataset/f16274c4-0d3d-4c85-9dcc-5ac71734b281___speedex-number-plates-nandanam-chennai-car-number-plate-dealers-1ofla74.jpg.jpeg,./dataset\f16274c4-0d3d-4c85-9dcc-5ac71734b281___speedex-number-plates-nandanam-chennai-car-number-plate-dealers-1ofla74.jpg.xml,176,564,214,322
./dataset/f20708c6-14cd-46ff-b8f1-6faef5fd8d2d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-20346.jpg,./dataset\f20708c6-14cd-46ff-b8f1-6faef5fd8d2d___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_Nissan-Terrano-20346.xml,153,412,230,296
./dataset/f265077a-611f-4a18-abe5-46518b1756e6___1232700-take-look-number-plate-uploadfromtaptalk1398055489406.jpg.jpeg,./dataset\f265077a-611f-4a18-abe5-46518b1756e6___1232700-take-look-number-plate-uploadfromtaptalk1398055489406.jpg.xml,357,495,375,432
./dataset/f59d42f8-dc55-4b60-bb91-c2db3644f2ff___841309873_1_1080x720_mahindra-scorpio-vlx-airbags-bs-iii-2012-diesel-.jpg.jpeg,./dataset\f59d42f8-dc55-4b60-bb91-c2db3644f2ff___841309873_1_1080x720_mahindra-scorpio-vlx-airbags-bs-iii-2012-diesel-.jpg.xml,387,592,395,442
./dataset/f5bbb8da-dddd-47ae-a46c-15492f9cf752___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_10187746544_0c0822790e - Copy.jpg,./dataset\f5bbb8da-dddd-47ae-a46c-15492f9cf752___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_10187746544_0c0822790e - Copy.xml,104,155,185,197
./dataset/f5bbb8da-dddd-47ae-a46c-15492f9cf752___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_10187746544_0c0822790e.jpg,./dataset\f5bbb8da-dddd-47ae-a46c-15492f9cf752___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_10187746544_0c0822790e.xml,113,135,205,220
./dataset/f685e6cf-3a12-42ac-94d7-28cdf129b266___maxresdefault1.jpg.jpeg,./dataset\f685e6cf-3a12-42ac-94d7-28cdf129b266___maxresdefault1.jpg.xml,18,415,19,488
./dataset/f7621229-eebc-4dff-aef8-e79fac571be4___Skoda-Octavia-5.jpg.jpeg,./dataset\f7621229-eebc-4dff-aef8-e79fac571be4___Skoda-Octavia-5.jpg.xml,185,247,209,231
./dataset/f7ba7a93-e8d7-4253-b327-d87e3f2bb747___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2013-Nissan-Terrano-Rear.jpg,./dataset\f7ba7a93-e8d7-4253-b327-d87e3f2bb747___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_2013-Nissan-Terrano-Rear.xml,637,793,308,365
./dataset/f8a992cc-a1cc-4d68-88c1-bec1a46fc148___Honda-City-Number-Plates-Design.jpg.jpeg,./dataset\f8a992cc-a1cc-4d68-88c1-bec1a46fc148___Honda-City-Number-Plates-Design.jpg.xml,181,385,359,413
./dataset/f94e9bcf-ec4a-418a-8685-14b71b82a039___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_848126147_1_1080x720_nissan-terrano-xl-d-plus-2014-diesel-surat.jpg,./dataset\f94e9bcf-ec4a-418a-8685-14b71b82a039___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_848126147_1_1080x720_nissan-terrano-xl-d-plus-2014-diesel-surat.xml,128,243,299,329
./dataset/f9e27b82-9e65-44ba-bf9a-b3ced8901937___Skoda-Superb-Exterior-deadfront-69204.jpg.jpeg,./dataset\f9e27b82-9e65-44ba-bf9a-b3ced8901937___Skoda-Superb-Exterior-deadfront-69204.jpg.xml,202,389,191,225
./dataset/fac9f4e6-c4b9-4872-86da-79d58ea2adc5___5273.jpg - Copy.jpeg,./dataset\fac9f4e6-c4b9-4872-86da-79d58ea2adc5___5273.jpg - Copy.xml,94,172,219,236
./dataset/fac9f4e6-c4b9-4872-86da-79d58ea2adc5___5273.jpg.jpeg,./dataset\fac9f4e6-c4b9-4872-86da-79d58ea2adc5___5273.jpg.xml,137,211,152,173
./dataset/fb939bb1-5257-4879-bafb-539472ffb73d___Maruti-Suzuki-Brezza-Number-Plates-Design.jpg.jpeg,./dataset\fb939bb1-5257-4879-bafb-539472ffb73d___Maruti-Suzuki-Brezza-Number-Plates-Design.jpg.xml,187,336,214,253
./dataset/fbb2b3ed-4db1-4d4c-8d4d-4b80b02bfd2a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_01640f5edbbfb564a9ab6486b31d1554_large.jpg,./dataset\fbb2b3ed-4db1-4d4c-8d4d-4b80b02bfd2a___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_01640f5edbbfb564a9ab6486b31d1554_large.xml,98,148,106,119
./dataset/fbc107b7-13d8-4a2d-b8be-7c96bd7d609c___new_9214a754343030395508e104d7948167_large.jpg.jpeg,./dataset\fbc107b7-13d8-4a2d-b8be-7c96bd7d609c___new_9214a754343030395508e104d7948167_large.jpg.xml,107,280,347,387
./dataset/fc1f58f0-2f54-4545-8915-2936d08dcce1___new_Skoda_Laura_DSG_Long_Term_Review-125.jpg.jpeg,./dataset\fc1f58f0-2f54-4545-8915-2936d08dcce1___new_Skoda_Laura_DSG_Long_Term_Review-125.jpg.xml,179,352,235,274
./dataset/fcabfaf7-160a-44bc-a543-9faee4c1c4cd___Honda-Jazz-Front-Number-Plates-Designs.jpg.jpeg,./dataset\fcabfaf7-160a-44bc-a543-9faee4c1c4cd___Honda-Jazz-Front-Number-Plates-Designs.jpg.xml,57,600,82,187
./dataset/fd0140cc-e887-43b8-a439-24877ea77670___Maruti-Suzuki-Baleno-Number-Plates-Design.jpg.jpeg,./dataset\fd0140cc-e887-43b8-a439-24877ea77670___Maruti-Suzuki-Baleno-Number-Plates-Design.jpg.xml,150,370,131,189
./dataset/fda5760a-c6ff-43a9-8ce7-61e808f109ea___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan_terrano_ii_nissan_terrano_ii_2_7_tdi_se_4x4_3330085523722771900.jpg,./dataset\fda5760a-c6ff-43a9-8ce7-61e808f109ea___3e7fd381-0ae5-4421-8a70-279ee0ec1c61_nissan_terrano_ii_nissan_terrano_ii_2_7_tdi_se_4x4_3330085523722771900.xml,468,547,287,349
